Start Date	Line	Ver	Evt Loc	Location Description	Batch Code	Legacy Batch Code	Sup	Con	Tnk	Grt
By	Grt
To	Sch
Vol	UOM	Rate	Action	Date Created	Created By	Remark	Coverage
06/23/26 19:10	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-331-PTA		 	MTV	GBT	 	Add	9,249.99	Bbls	3,784.02	BDY	06/16/26 14:52	exp_b2b	42 SEQ	From 6/16/2026 To 6/16/2026
06/23/26 23:30	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-331-PTA		 	MTV	GBT	 	Add	1,499.99	Bbls	1,511.27	BDY	06/16/26 14:52	exp_b2b	42 SEQ	From 6/16/2026 To 6/16/2026
06/24/26 06:52	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-331-PTA		 	MTV	GBT	 	Add	3,924.99	Bbls	1,360	BDY	06/16/26 14:52	exp_b2b	44 SEQ	From 6/16/2026 To 6/16/2026
06/24/26 09:45	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-331-PTA		 	MTV	GBT	 	Add	15,749.99	Bbls	1,455.42	BDY	06/16/26 14:52	exp_b2b	45 SEQ	From 6/16/2026 To 6/16/2026
06/24/26 20:35	3	132	FM6	FWM Connection (FM6)	EXP-MTV-4D-334-PTA		 	MTV	GBT	 	Add	23,249.99	Bbls	1,600	BDY	06/16/26 14:52	exp_b2b	46 SEQ	From 6/16/2026 To 6/16/2026
06/25/26 11:06	3	132	FM6	FWM Connection (FM6)	EXP-MTV-3D-332-PTA		 	MTV	GBT	 	Add	4,899.99	Bbls	1,589.85	BDY	06/16/26 14:52	exp_b2b	47 SEQ	From 6/16/2026 To 6/16/2026
06/25/26 14:11	3	132	FM6	FWM Connection (FM6)	EXP-MTV-4D-334-PTA		 	MTV	GBT	 	Add	999.99	Bbls	1,549.99	BDY	06/16/26 14:52	exp_b2b	48 SEQ	From 6/16/2026 To 6/16/2026
06/25/26 18:04	3	132	FM6	FWM Connection (FM6)	EXP-MTV-4D-334-PTA		 	MTV	GBT	 	Add	10,749.99	Bbls	3,782.58	BDY	06/16/26 14:52	exp_b2b	48 SEQ	From 6/16/2026 To 6/16/2026
06/26/26 16:52	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-342-PTA		 	MTV	GBT	 	Add	3,924.99	Bbls	1,360	BDY	06/16/26 14:52	exp_b2b	72 SEQ	From 6/16/2026 To 6/16/2026
06/26/26 19:45	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-342-PTA		 	MTV	GBT	 	Add	34,324.99	Bbls	1,362.51	BDY	06/16/26 14:52	exp_b2b	73 SEQ	From 6/16/2026 To 6/16/2026
06/28/26 22:55	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-342-PTA		 	MTV	GBT	 	Add	9,249.99	Bbls	3,789.7	BDY	06/16/26 14:52	exp_b2b	74 SEQ	From 6/16/2026 To 6/16/2026
06/29/26 03:30	3	132	FM6	FWM Connection (FM6)	EXP-MTV-75-342-PTA		 	MTV	GBT	 	Add	1,499.99	Bbls	1,577.78	BDY	06/16/26 14:52	exp_b2b	74 SEQ	From 6/16/2026 To 6/16/2026
06/29/26 10:13	3	132	FM6	FWM Connection (FM6)	EXP-MTV-4D-344-PTA		 	MTV	GBT	 	Add	3,924.99	Bbls	1,600	BDY	06/16/26 14:52	exp_b2b	76 SEQ	From 6/16/2026 To 6/16/2026
06/29/26 12:41	3	132	FM6	FWM Connection (FM6)	EXP-MTV-4D-344-PTA		 	MTV	GBT	 	Add	19,324.99	Bbls	1,600	BDY	06/16/26 14:52	exp_b2b	77 SEQ	From 6/16/2026 To 6/16/2026
06/30/26 00:45	3	132	FM6	FWM Connection (FM6)	EXP-MTV-3D-342-PTA		 	MTV	GBT	 	Add	2,939.99	Bbls	1,587.56	BDY	06/16/26 14:52	exp_b2b	78 SEQ	From 6/16/2026 To 6/16/2026
06/30/26 02:36	3	132	FM6	FWM Connection (FM6)	EXP-MTV-4D-344-PTA		 	MTV	GBT	 	Add	999.99	Bbls	1,552.16	BDY	06/16/26 14:52	exp_b2b	79 SEQ	From 6/16/2026 To 6/16/2026
